probeID,cross-reactive_2013,polymorphic_2013,bowtie2-aligned_2015
cg08021120,TRUE,FALSE,TRUE
cg08021348,FALSE,TRUE,FALSE
cg08021393,FALSE,TRUE,FALSE
cg08021532,FALSE,TRUE,FALSE
cg08022717,FALSE,TRUE,FALSE
cg08023276,FALSE,TRUE,FALSE
cg08023458,TRUE,TRUE,FALSE
cg08023476,TRUE,FALSE,TRUE
cg08023527,FALSE,TRUE,FALSE
cg08023962,FALSE,TRUE,FALSE
cg08024053,TRUE,FALSE,TRUE
cg08024174,FALSE,TRUE,FALSE
cg08024264,FALSE,TRUE,FALSE
cg08024398,FALSE,TRUE,FALSE
cg08024822,FALSE,TRUE,FALSE
cg08024992,FALSE,TRUE,FALSE
cg08025954,FALSE,TRUE,FALSE
cg08026039,FALSE,TRUE,FALSE
cg08026195,FALSE,FALSE,TRUE
cg08026791,TRUE,FALSE,TRUE
cg08026930,FALSE,TRUE,FALSE
cg08027034,FALSE,TRUE,FALSE
cg08027123,FALSE,FALSE,TRUE
cg08027643,TRUE,FALSE,TRUE
cg08027943,FALSE,TRUE,FALSE
cg08028004,TRUE,FALSE,TRUE
cg08028341,TRUE,TRUE,TRUE
cg08028425,TRUE,FALSE,TRUE
cg08028698,TRUE,FALSE,TRUE
cg08029105,TRUE,FALSE,FALSE
cg08029231,FALSE,TRUE,FALSE
cg08029287,FALSE,TRUE,FALSE
cg08029340,FALSE,TRUE,FALSE
cg08029920,FALSE,TRUE,FALSE
cg08029978,TRUE,FALSE,TRUE
cg08030282,FALSE,TRUE,FALSE
cg08030633,FALSE,FALSE,TRUE
cg08030851,TRUE,FALSE,TRUE
cg08030987,FALSE,TRUE,FALSE
cg08031024,FALSE,TRUE,FALSE
cg08031518,TRUE,FALSE,TRUE
cg08031587,FALSE,TRUE,FALSE
cg08031769,FALSE,TRUE,FALSE
cg08032884,FALSE,TRUE,FALSE
cg08033165,FALSE,TRUE,FALSE
cg08033284,FALSE,TRUE,FALSE
cg08033285,TRUE,FALSE,FALSE
cg08033548,FALSE,FALSE,TRUE
cg08033640,FALSE,TRUE,FALSE
cg08033730,FALSE,TRUE,FALSE
cg08033998,FALSE,TRUE,FALSE
cg08034171,FALSE,TRUE,FALSE
cg08034816,FALSE,TRUE,FALSE
cg08034894,FALSE,TRUE,FALSE
cg08034986,FALSE,TRUE,FALSE
cg08035241,FALSE,TRUE,FALSE
cg08035277,FALSE,TRUE,FALSE
cg08035638,FALSE,TRUE,FALSE
cg08035872,TRUE,FALSE,TRUE
cg08036074,FALSE,TRUE,FALSE
cg08036172,FALSE,TRUE,FALSE
cg08036188,FALSE,TRUE,FALSE
cg08036399,FALSE,TRUE,FALSE
cg08036512,FALSE,TRUE,FALSE
cg08036804,TRUE,TRUE,TRUE
cg08037235,FALSE,TRUE,FALSE
cg08037478,TRUE,FALSE,FALSE
cg08037664,TRUE,FALSE,TRUE
cg08037922,FALSE,TRUE,FALSE
cg08038224,TRUE,FALSE,TRUE
cg08038567,TRUE,FALSE,TRUE
cg08039008,TRUE,FALSE,TRUE
cg08039281,TRUE,FALSE,TRUE
cg08039385,TRUE,FALSE,TRUE
cg08039587,TRUE,FALSE,TRUE
cg08039701,TRUE,FALSE,TRUE
cg08040035,FALSE,TRUE,FALSE
cg08040115,FALSE,TRUE,FALSE
cg08041245,FALSE,TRUE,FALSE
cg08041279,FALSE,TRUE,FALSE
cg08041308,FALSE,TRUE,FALSE
cg08041481,FALSE,TRUE,FALSE
cg08041573,TRUE,FALSE,FALSE
cg08042322,FALSE,TRUE,FALSE
cg08042345,TRUE,TRUE,TRUE
cg08042477,TRUE,FALSE,FALSE
cg08042487,FALSE,TRUE,FALSE
cg08042538,FALSE,TRUE,FALSE
cg08042799,TRUE,FALSE,TRUE
cg08043017,TRUE,FALSE,TRUE
cg08043200,FALSE,TRUE,FALSE
cg08043994,FALSE,TRUE,FALSE
cg08044266,FALSE,TRUE,FALSE
cg08044366,TRUE,FALSE,TRUE
cg08044620,TRUE,FALSE,TRUE
cg08044713,FALSE,FALSE,TRUE
cg08045192,FALSE,TRUE,FALSE
cg08045489,TRUE,FALSE,TRUE
cg08045599,TRUE,FALSE,TRUE
cg08046569,FALSE,TRUE,FALSE
cg08046751,FALSE,FALSE,TRUE
cg08047290,FALSE,TRUE,FALSE
cg08047827,FALSE,TRUE,FALSE
cg08047889,TRUE,FALSE,TRUE
cg08047948,FALSE,TRUE,FALSE
cg08047969,FALSE,TRUE,TRUE
cg08048178,FALSE,TRUE,FALSE
cg08048194,FALSE,TRUE,FALSE
cg08048687,FALSE,TRUE,FALSE
cg08049519,FALSE,TRUE,FALSE
cg08049592,TRUE,FALSE,TRUE
cg08049717,FALSE,TRUE,FALSE
cg08050006,TRUE,FALSE,FALSE
cg08050656,FALSE,TRUE,FALSE
cg08050907,FALSE,TRUE,FALSE
cg08051049,TRUE,FALSE,FALSE
cg08051322,TRUE,FALSE,TRUE
cg08051386,FALSE,TRUE,FALSE
cg08051445,TRUE,FALSE,FALSE
cg08051804,FALSE,TRUE,FALSE
cg08051964,FALSE,TRUE,FALSE
cg08052120,FALSE,FALSE,TRUE
cg08052302,TRUE,FALSE,TRUE
cg08053103,FALSE,TRUE,FALSE
cg08053115,TRUE,FALSE,TRUE
cg08053204,FALSE,TRUE,FALSE
cg08053370,FALSE,TRUE,FALSE
cg08054032,FALSE,FALSE,TRUE
cg08054038,FALSE,TRUE,FALSE
cg08054541,FALSE,FALSE,TRUE
cg08055124,FALSE,TRUE,FALSE
cg08055133,FALSE,FALSE,TRUE
cg08055365,FALSE,FALSE,TRUE
cg08055490,FALSE,TRUE,FALSE
cg08056229,FALSE,TRUE,FALSE
cg08056835,TRUE,TRUE,FALSE
cg08057037,FALSE,TRUE,FALSE
cg08057040,FALSE,TRUE,FALSE
cg08057277,TRUE,FALSE,TRUE
cg08057896,FALSE,TRUE,TRUE
cg08057985,FALSE,TRUE,FALSE
cg08058156,FALSE,TRUE,FALSE
cg08058191,TRUE,FALSE,TRUE
cg08058408,FALSE,TRUE,FALSE
cg08058470,TRUE,FALSE,FALSE
cg08058591,FALSE,FALSE,TRUE
cg08058610,FALSE,FALSE,TRUE
cg08059058,TRUE,FALSE,FALSE
cg08059361,FALSE,TRUE,FALSE
cg08059366,FALSE,TRUE,FALSE
cg08059859,FALSE,TRUE,FALSE
cg08060254,FALSE,TRUE,FALSE
cg08060270,FALSE,TRUE,FALSE
cg08060578,FALSE,TRUE,FALSE
cg08060810,FALSE,TRUE,FALSE
cg08061040,TRUE,FALSE,TRUE
cg08061076,TRUE,FALSE,TRUE
cg08061271,FALSE,TRUE,FALSE
cg08061367,FALSE,TRUE,FALSE
cg08062087,FALSE,FALSE,TRUE
cg08062206,FALSE,TRUE,FALSE
cg08062273,FALSE,TRUE,FALSE
cg08062387,FALSE,FALSE,TRUE
cg08062469,FALSE,TRUE,FALSE
cg08062858,FALSE,TRUE,FALSE
cg08062959,FALSE,TRUE,FALSE
cg08063111,FALSE,TRUE,FALSE
cg08063724,TRUE,FALSE,FALSE
cg08063745,FALSE,TRUE,FALSE
cg08063891,FALSE,FALSE,TRUE
cg08064068,FALSE,TRUE,FALSE
cg08064245,FALSE,TRUE,FALSE
cg08064683,FALSE,TRUE,FALSE
cg08065238,TRUE,FALSE,TRUE
cg08065292,TRUE,FALSE,TRUE
cg08065657,FALSE,TRUE,FALSE
cg08065835,TRUE,FALSE,FALSE
cg08065963,FALSE,TRUE,FALSE
cg08066154,FALSE,TRUE,FALSE
cg08066306,FALSE,TRUE,FALSE
cg08066376,FALSE,TRUE,FALSE
cg08066384,TRUE,FALSE,TRUE
cg08066535,TRUE,FALSE,TRUE
cg08066917,FALSE,FALSE,TRUE
cg08067352,FALSE,TRUE,FALSE
cg08067566,FALSE,TRUE,FALSE
cg08067983,FALSE,TRUE,FALSE
cg08067998,FALSE,TRUE,FALSE
cg08068240,FALSE,TRUE,FALSE
cg08068296,FALSE,TRUE,FALSE
cg08068375,TRUE,FALSE,TRUE
cg08068547,TRUE,FALSE,TRUE
cg08068635,FALSE,TRUE,FALSE
cg08069249,TRUE,FALSE,TRUE
cg08069675,FALSE,TRUE,FALSE
cg08070725,FALSE,TRUE,FALSE
cg08071238,FALSE,FALSE,TRUE
cg08071282,FALSE,FALSE,TRUE
cg08071329,TRUE,FALSE,TRUE
cg08071391,TRUE,FALSE,TRUE
cg08071472,FALSE,TRUE,FALSE
cg08071595,TRUE,FALSE,TRUE
cg08071915,TRUE,FALSE,TRUE
cg08072101,FALSE,TRUE,FALSE
cg08072251,FALSE,TRUE,FALSE
cg08072310,FALSE,FALSE,TRUE
cg08072458,TRUE,TRUE,TRUE
cg08072659,FALSE,TRUE,FALSE
cg08072848,FALSE,TRUE,FALSE
cg08072863,TRUE,TRUE,TRUE
cg08072980,TRUE,FALSE,FALSE
cg08073009,TRUE,FALSE,TRUE
cg08073133,FALSE,TRUE,FALSE
cg08073294,TRUE,FALSE,TRUE
cg08073527,FALSE,TRUE,FALSE
cg08073629,FALSE,TRUE,FALSE
cg08074007,FALSE,TRUE,FALSE
cg08074321,FALSE,TRUE,FALSE
cg08074555,TRUE,FALSE,TRUE
cg08075604,TRUE,FALSE,FALSE
cg08075631,FALSE,TRUE,FALSE
cg08075677,TRUE,FALSE,TRUE
cg08075740,TRUE,TRUE,TRUE
cg08076044,FALSE,TRUE,FALSE
cg08076091,FALSE,TRUE,FALSE
cg08076100,FALSE,TRUE,FALSE
cg08076115,FALSE,TRUE,FALSE
cg08076532,TRUE,FALSE,TRUE
cg08077234,FALSE,TRUE,FALSE
cg08077617,FALSE,TRUE,FALSE
cg08078058,FALSE,TRUE,FALSE
cg08078216,FALSE,TRUE,FALSE
cg08078541,TRUE,FALSE,TRUE
cg08078751,FALSE,TRUE,FALSE
cg08079330,FALSE,TRUE,FALSE
cg08079331,FALSE,TRUE,FALSE
cg08079387,FALSE,TRUE,FALSE
cg08079787,FALSE,TRUE,FALSE
cg08079806,FALSE,TRUE,FALSE
cg08079970,FALSE,FALSE,TRUE
cg08080024,TRUE,FALSE,TRUE
cg08080060,FALSE,TRUE,FALSE
cg08080489,FALSE,TRUE,FALSE
cg08080735,FALSE,TRUE,FALSE
cg08080848,FALSE,TRUE,FALSE
cg08080923,FALSE,TRUE,FALSE
cg08081259,FALSE,TRUE,FALSE
cg08081379,TRUE,FALSE,TRUE
cg08081615,TRUE,TRUE,TRUE
cg08081995,FALSE,TRUE,FALSE
cg08082025,FALSE,TRUE,FALSE
cg08082455,FALSE,TRUE,FALSE
cg08082507,FALSE,FALSE,TRUE
cg08082602,FALSE,TRUE,FALSE
cg08082943,TRUE,TRUE,TRUE
cg08083009,FALSE,TRUE,FALSE
cg08083041,FALSE,TRUE,FALSE
cg08083088,FALSE,TRUE,FALSE
cg08083213,FALSE,TRUE,FALSE
cg08083435,TRUE,FALSE,TRUE
cg08084154,FALSE,FALSE,TRUE
cg08084390,FALSE,FALSE,TRUE
cg08084616,TRUE,FALSE,TRUE
cg08084788,FALSE,TRUE,FALSE
cg08084984,FALSE,TRUE,FALSE
cg08085639,FALSE,TRUE,FALSE
cg08085668,TRUE,FALSE,TRUE
cg08085853,FALSE,TRUE,FALSE
cg08086731,FALSE,TRUE,FALSE
cg08087102,FALSE,TRUE,FALSE
cg08087657,TRUE,TRUE,FALSE
cg08088171,FALSE,TRUE,FALSE
cg08088596,FALSE,TRUE,TRUE
cg08088970,FALSE,TRUE,FALSE
cg08089011,FALSE,TRUE,FALSE
cg08089364,TRUE,FALSE,FALSE
cg08089702,TRUE,FALSE,TRUE
cg08090128,FALSE,TRUE,FALSE
cg08090296,TRUE,FALSE,TRUE
cg08090384,FALSE,FALSE,TRUE
cg08090407,FALSE,TRUE,FALSE
cg08091328,FALSE,TRUE,FALSE
cg08091464,FALSE,TRUE,FALSE
cg08091579,TRUE,FALSE,FALSE
cg08091621,FALSE,FALSE,TRUE
cg08092258,FALSE,TRUE,FALSE
cg08092333,FALSE,TRUE,FALSE
cg08092513,FALSE,TRUE,FALSE
cg08092515,TRUE,FALSE,TRUE
cg08092588,FALSE,TRUE,FALSE
cg08092637,FALSE,TRUE,FALSE
cg08093226,FALSE,TRUE,FALSE
cg08093398,TRUE,TRUE,FALSE
cg08094128,TRUE,FALSE,TRUE
cg08094677,FALSE,TRUE,FALSE
cg08095339,TRUE,FALSE,TRUE
cg08095340,TRUE,FALSE,FALSE
cg08095345,TRUE,TRUE,TRUE
cg08095359,TRUE,FALSE,FALSE
cg08095377,FALSE,TRUE,FALSE
cg08095931,FALSE,TRUE,TRUE
cg08096684,FALSE,FALSE,TRUE
cg08096812,TRUE,FALSE,TRUE
cg08096854,FALSE,TRUE,FALSE
cg08097057,TRUE,FALSE,TRUE
cg08097520,FALSE,TRUE,FALSE
cg08097877,FALSE,TRUE,FALSE
cg08097929,TRUE,TRUE,FALSE
cg08098068,TRUE,FALSE,TRUE
cg08098111,FALSE,FALSE,TRUE
cg08098128,FALSE,TRUE,FALSE
cg08098256,FALSE,TRUE,FALSE
cg08099065,FALSE,TRUE,FALSE
cg08099141,FALSE,TRUE,FALSE
cg08099418,FALSE,TRUE,FALSE
cg08099701,FALSE,TRUE,FALSE
cg08100031,TRUE,FALSE,FALSE
cg08100122,FALSE,TRUE,FALSE
cg08100159,FALSE,TRUE,FALSE
cg08100221,FALSE,TRUE,FALSE
cg08100475,FALSE,TRUE,FALSE
cg08100522,FALSE,TRUE,FALSE
cg08100536,FALSE,TRUE,FALSE
cg08100944,TRUE,FALSE,TRUE
cg08101054,FALSE,TRUE,FALSE
cg08101303,FALSE,TRUE,FALSE
cg08101377,FALSE,TRUE,FALSE
cg08101739,FALSE,TRUE,FALSE
cg08101918,FALSE,FALSE,TRUE
cg08101922,TRUE,TRUE,FALSE
cg08102564,FALSE,TRUE,FALSE
cg08102838,FALSE,FALSE,TRUE
cg08103220,TRUE,TRUE,FALSE
cg08103359,TRUE,FALSE,TRUE
cg08103472,FALSE,TRUE,FALSE
cg08104032,FALSE,TRUE,FALSE
cg08104283,FALSE,TRUE,FALSE
cg08104415,FALSE,TRUE,FALSE
cg08104492,FALSE,TRUE,FALSE
cg08104761,FALSE,TRUE,FALSE
cg08104845,FALSE,TRUE,TRUE
cg08104999,FALSE,TRUE,FALSE
cg08105005,FALSE,TRUE,FALSE
cg08105294,FALSE,TRUE,FALSE
cg08105529,TRUE,FALSE,FALSE
cg08105590,FALSE,TRUE,FALSE
cg08105965,FALSE,TRUE,FALSE
cg08106279,FALSE,TRUE,FALSE
cg08106288,FALSE,TRUE,FALSE
cg08106319,FALSE,TRUE,FALSE
cg08106377,FALSE,TRUE,FALSE
cg08106449,TRUE,FALSE,FALSE
cg08106565,TRUE,FALSE,TRUE
cg08106635,TRUE,FALSE,TRUE
cg08106887,FALSE,TRUE,FALSE
cg08107017,FALSE,TRUE,FALSE
cg08107079,FALSE,TRUE,FALSE
cg08107352,TRUE,TRUE,TRUE
cg08107689,TRUE,FALSE,TRUE
cg08107701,FALSE,FALSE,TRUE
cg08107960,FALSE,TRUE,FALSE
cg08108362,FALSE,TRUE,FALSE
cg08108965,TRUE,FALSE,TRUE
cg08109568,TRUE,FALSE,TRUE
cg08110005,TRUE,TRUE,FALSE
cg08110441,FALSE,TRUE,FALSE
cg08110488,FALSE,TRUE,FALSE
cg08111035,TRUE,FALSE,TRUE
cg08111863,FALSE,TRUE,FALSE
cg08112248,FALSE,TRUE,FALSE
cg08112356,FALSE,TRUE,FALSE
cg08113459,FALSE,FALSE,TRUE
cg08113639,TRUE,FALSE,TRUE
cg08113657,FALSE,TRUE,FALSE
cg08113691,TRUE,FALSE,TRUE
cg08113913,TRUE,FALSE,TRUE
cg08114547,TRUE,FALSE,TRUE
cg08115476,FALSE,TRUE,FALSE
cg08115553,FALSE,TRUE,FALSE
cg08116137,TRUE,FALSE,TRUE
cg08116922,TRUE,FALSE,FALSE
cg08118140,FALSE,TRUE,FALSE
cg08118344,FALSE,TRUE,FALSE
cg08118412,FALSE,TRUE,FALSE
cg08118747,FALSE,TRUE,FALSE
cg08119150,FALSE,TRUE,FALSE
cg08119506,TRUE,FALSE,TRUE
cg08119527,FALSE,TRUE,FALSE
cg08119553,FALSE,TRUE,FALSE
cg08119655,FALSE,TRUE,FALSE
cg08120035,FALSE,TRUE,FALSE
cg08120511,FALSE,FALSE,TRUE
cg08120631,FALSE,TRUE,FALSE
cg08120644,FALSE,TRUE,FALSE
cg08121102,TRUE,FALSE,TRUE
cg08121252,FALSE,TRUE,FALSE
cg08121408,FALSE,TRUE,FALSE
cg08121686,FALSE,TRUE,FALSE
cg08122018,TRUE,TRUE,TRUE
cg08122899,FALSE,TRUE,FALSE
cg08123277,FALSE,TRUE,FALSE
cg08123339,FALSE,TRUE,FALSE
cg08123413,FALSE,TRUE,FALSE
cg08123608,FALSE,TRUE,FALSE
cg08123701,FALSE,TRUE,FALSE
cg08123749,FALSE,TRUE,FALSE
cg08124722,FALSE,TRUE,FALSE
cg08125291,FALSE,TRUE,FALSE
cg08126158,FALSE,TRUE,FALSE
cg08126392,TRUE,FALSE,TRUE
cg08126542,FALSE,TRUE,FALSE
cg08126807,FALSE,TRUE,FALSE
cg08127021,TRUE,TRUE,TRUE
cg08127694,TRUE,TRUE,FALSE
cg08127858,TRUE,FALSE,TRUE
cg08128133,FALSE,TRUE,FALSE
cg08128264,FALSE,TRUE,FALSE
cg08128444,TRUE,FALSE,TRUE
cg08128486,FALSE,TRUE,FALSE
cg08128734,FALSE,TRUE,FALSE
cg08128789,FALSE,TRUE,FALSE
cg08128925,FALSE,TRUE,FALSE
cg08129150,TRUE,TRUE,TRUE
cg08129266,TRUE,FALSE,TRUE
cg08129490,FALSE,TRUE,FALSE
cg08129658,TRUE,FALSE,FALSE
cg08129754,FALSE,FALSE,TRUE
cg08130175,FALSE,TRUE,FALSE
cg08130329,FALSE,TRUE,FALSE
cg08130520,FALSE,FALSE,TRUE
cg08130546,FALSE,FALSE,TRUE
cg08130572,FALSE,TRUE,FALSE
cg08130663,FALSE,TRUE,FALSE
cg08130968,FALSE,FALSE,TRUE
cg08131169,TRUE,FALSE,TRUE
cg08131309,FALSE,TRUE,FALSE
cg08131547,FALSE,FALSE,TRUE
cg08131848,TRUE,FALSE,TRUE
cg08131860,FALSE,FALSE,TRUE
cg08132116,FALSE,TRUE,FALSE
cg08132288,TRUE,TRUE,TRUE
cg08132525,FALSE,TRUE,FALSE
cg08133850,TRUE,FALSE,TRUE
cg08133984,FALSE,TRUE,FALSE
cg08134337,FALSE,TRUE,FALSE
cg08134877,TRUE,FALSE,FALSE
cg08135460,TRUE,FALSE,TRUE
cg08135815,TRUE,FALSE,FALSE
cg08136070,TRUE,FALSE,TRUE
cg08136110,FALSE,TRUE,FALSE
cg08136190,FALSE,TRUE,FALSE
cg08136432,FALSE,TRUE,FALSE
cg08137014,FALSE,TRUE,FALSE
cg08137080,FALSE,TRUE,FALSE
cg08137564,TRUE,FALSE,TRUE
cg08137669,FALSE,TRUE,FALSE
cg08138005,TRUE,FALSE,FALSE
cg08138505,FALSE,TRUE,FALSE
cg08140104,FALSE,TRUE,FALSE
cg08140542,FALSE,TRUE,FALSE
cg08140558,FALSE,FALSE,TRUE
cg08140774,FALSE,TRUE,TRUE
cg08141049,TRUE,FALSE,TRUE
cg08141192,FALSE,TRUE,FALSE
cg08141495,FALSE,TRUE,FALSE
cg08141612,TRUE,FALSE,TRUE
cg08141873,FALSE,TRUE,FALSE
cg08141956,FALSE,TRUE,FALSE
cg08141959,FALSE,TRUE,FALSE
cg08142094,FALSE,TRUE,FALSE
cg08142344,TRUE,FALSE,TRUE
cg08142775,FALSE,TRUE,FALSE
cg08142821,FALSE,TRUE,FALSE
cg08143045,FALSE,FALSE,TRUE
cg08143133,FALSE,FALSE,TRUE
cg08143688,TRUE,TRUE,TRUE
cg08144157,FALSE,TRUE,FALSE
cg08144237,FALSE,FALSE,TRUE
cg08144444,FALSE,TRUE,FALSE
cg08145381,FALSE,TRUE,FALSE
cg08145495,TRUE,FALSE,FALSE
cg08145839,FALSE,TRUE,FALSE
cg08145989,FALSE,TRUE,FALSE
cg08146026,TRUE,FALSE,TRUE
cg08146034,FALSE,TRUE,FALSE
cg08146156,FALSE,TRUE,FALSE
cg08146221,FALSE,TRUE,FALSE
cg08146256,TRUE,FALSE,FALSE
cg08146495,TRUE,FALSE,TRUE
cg08146708,FALSE,TRUE,FALSE
cg08146865,FALSE,TRUE,FALSE
cg08146945,FALSE,TRUE,FALSE
cg08147389,FALSE,TRUE,FALSE
cg08147391,FALSE,TRUE,FALSE
cg08147886,FALSE,TRUE,FALSE
cg08147985,FALSE,TRUE,FALSE
cg08148379,TRUE,FALSE,TRUE
cg08148618,FALSE,TRUE,FALSE
cg08148697,FALSE,FALSE,TRUE
cg08149546,FALSE,TRUE,TRUE
cg08150315,FALSE,TRUE,FALSE
cg08150755,FALSE,TRUE,FALSE
cg08150784,FALSE,TRUE,FALSE
cg08151363,FALSE,TRUE,FALSE
cg08151879,FALSE,TRUE,FALSE
cg08152198,FALSE,TRUE,FALSE
cg08152331,TRUE,TRUE,TRUE
cg08152481,FALSE,FALSE,TRUE
cg08152504,FALSE,TRUE,FALSE
cg08152588,FALSE,TRUE,FALSE
cg08152819,FALSE,FALSE,TRUE
cg08153098,FALSE,TRUE,FALSE
cg08153610,FALSE,TRUE,FALSE
cg08153621,TRUE,FALSE,TRUE
cg08154101,FALSE,TRUE,FALSE
cg08154187,TRUE,FALSE,TRUE
cg08154219,FALSE,TRUE,FALSE
cg08154591,FALSE,TRUE,FALSE
cg08154612,FALSE,FALSE,TRUE
cg08154627,FALSE,TRUE,FALSE
cg08154700,TRUE,TRUE,TRUE
cg08154731,TRUE,TRUE,TRUE
cg08154963,FALSE,TRUE,FALSE
cg08155050,TRUE,FALSE,TRUE
cg08155439,FALSE,TRUE,FALSE
cg08155591,FALSE,TRUE,FALSE
cg08156531,FALSE,TRUE,FALSE
cg08156867,FALSE,TRUE,FALSE
cg08157228,FALSE,FALSE,TRUE
cg08157440,TRUE,FALSE,FALSE
cg08157684,FALSE,TRUE,FALSE
cg08158105,FALSE,TRUE,FALSE
cg08158115,TRUE,FALSE,TRUE
cg08158518,FALSE,TRUE,FALSE
cg08158675,FALSE,TRUE,FALSE
cg08158776,FALSE,TRUE,FALSE
cg08158805,TRUE,FALSE,FALSE
cg08159033,FALSE,TRUE,FALSE
cg08160057,TRUE,FALSE,TRUE
cg08160063,FALSE,TRUE,FALSE
cg08160224,FALSE,TRUE,FALSE
cg08160317,TRUE,FALSE,FALSE
cg08160477,FALSE,TRUE,FALSE
cg08160643,FALSE,TRUE,FALSE
cg08160706,FALSE,TRUE,FALSE
cg08160871,TRUE,FALSE,FALSE
cg08160891,TRUE,FALSE,TRUE
cg08161136,FALSE,TRUE,FALSE
cg08161142,FALSE,TRUE,TRUE
cg08161325,TRUE,FALSE,TRUE
cg08161449,FALSE,FALSE,TRUE
cg08161491,TRUE,FALSE,TRUE
cg08161546,FALSE,TRUE,FALSE
cg08161720,FALSE,TRUE,FALSE
cg08162205,FALSE,TRUE,FALSE
cg08162325,FALSE,TRUE,FALSE
cg08162426,FALSE,TRUE,FALSE
cg08162473,FALSE,TRUE,FALSE
cg08162687,FALSE,TRUE,FALSE
cg08162865,FALSE,TRUE,FALSE
cg08162948,FALSE,TRUE,FALSE
cg08163160,FALSE,FALSE,TRUE
cg08163494,TRUE,FALSE,TRUE
cg08163714,TRUE,FALSE,FALSE
cg08163798,FALSE,FALSE,TRUE
cg08164326,FALSE,TRUE,FALSE
cg08164529,FALSE,TRUE,FALSE
cg08164961,FALSE,FALSE,TRUE
cg08164977,TRUE,TRUE,TRUE
cg08165339,FALSE,TRUE,FALSE
cg08165558,TRUE,FALSE,TRUE
cg08165578,FALSE,TRUE,FALSE
cg08165796,FALSE,TRUE,FALSE
cg08165875,TRUE,FALSE,TRUE
cg08165879,FALSE,TRUE,FALSE
cg08165960,FALSE,TRUE,FALSE
cg08166019,FALSE,TRUE,TRUE
cg08166154,FALSE,TRUE,FALSE
cg08166631,FALSE,TRUE,FALSE
cg08166729,FALSE,FALSE,TRUE
cg08166758,FALSE,TRUE,FALSE
cg08167039,TRUE,FALSE,TRUE
cg08167286,FALSE,TRUE,FALSE
cg08167560,FALSE,TRUE,FALSE
cg08168075,FALSE,FALSE,TRUE
cg08168175,TRUE,FALSE,TRUE
cg08168585,FALSE,TRUE,FALSE
cg08169026,TRUE,FALSE,TRUE
cg08169200,FALSE,TRUE,FALSE
cg08169325,FALSE,TRUE,FALSE
cg08170119,TRUE,FALSE,TRUE
cg08170293,FALSE,TRUE,FALSE
cg08170608,FALSE,FALSE,TRUE
cg08170679,FALSE,TRUE,FALSE
cg08170950,FALSE,TRUE,FALSE
cg08171028,FALSE,TRUE,FALSE
cg08171125,FALSE,TRUE,FALSE
cg08171276,TRUE,FALSE,TRUE
cg08171667,FALSE,TRUE,FALSE
cg08172037,FALSE,TRUE,FALSE
cg08172105,FALSE,TRUE,FALSE
cg08172552,FALSE,TRUE,FALSE
cg08173660,TRUE,TRUE,TRUE
cg08173834,FALSE,TRUE,FALSE
cg08174003,TRUE,FALSE,TRUE
cg08174387,FALSE,TRUE,FALSE
cg08174577,FALSE,TRUE,FALSE
cg08174890,FALSE,TRUE,FALSE
cg08175396,FALSE,TRUE,FALSE
cg08175546,TRUE,TRUE,TRUE
cg08175635,FALSE,TRUE,FALSE
cg08175928,FALSE,TRUE,FALSE
cg08176410,FALSE,TRUE,FALSE
cg08176551,FALSE,TRUE,FALSE
cg08176609,FALSE,TRUE,FALSE
cg08176812,FALSE,TRUE,FALSE
cg08177070,FALSE,TRUE,FALSE
cg08177445,FALSE,TRUE,FALSE
cg08177495,FALSE,TRUE,FALSE
cg08177681,FALSE,TRUE,FALSE
cg08177731,FALSE,TRUE,FALSE
cg08177746,TRUE,FALSE,TRUE
cg08178673,FALSE,FALSE,TRUE
cg08178991,FALSE,TRUE,FALSE
cg08179155,TRUE,FALSE,TRUE
cg08179257,FALSE,TRUE,FALSE
cg08179428,FALSE,TRUE,FALSE
cg08179485,FALSE,TRUE,FALSE
cg08179525,TRUE,FALSE,TRUE
cg08180025,FALSE,TRUE,FALSE
cg08180187,FALSE,TRUE,FALSE
cg08180553,TRUE,TRUE,TRUE
cg08180624,TRUE,TRUE,TRUE
cg08180831,FALSE,TRUE,FALSE
cg08181324,TRUE,FALSE,TRUE
cg08181657,TRUE,FALSE,TRUE
cg08181774,FALSE,TRUE,FALSE
cg08182171,FALSE,TRUE,FALSE
cg08182270,FALSE,TRUE,FALSE
cg08182407,FALSE,TRUE,FALSE
cg08182409,FALSE,TRUE,FALSE
cg08183341,FALSE,FALSE,TRUE
cg08183793,FALSE,TRUE,FALSE
cg08185061,TRUE,FALSE,TRUE
cg08185070,FALSE,TRUE,FALSE
cg08185105,TRUE,TRUE,TRUE
cg08185438,TRUE,FALSE,FALSE
cg08185695,TRUE,FALSE,FALSE
cg08186790,FALSE,TRUE,FALSE
cg08186892,FALSE,TRUE,FALSE
cg08186965,FALSE,TRUE,FALSE
cg08187110,FALSE,TRUE,FALSE
cg08187418,FALSE,TRUE,FALSE
cg08187469,TRUE,FALSE,FALSE
cg08188015,FALSE,TRUE,TRUE
cg08188271,FALSE,TRUE,FALSE
cg08188318,FALSE,TRUE,FALSE
cg08188368,FALSE,TRUE,FALSE
cg08188400,FALSE,TRUE,FALSE
cg08188698,FALSE,TRUE,FALSE
cg08189100,TRUE,FALSE,TRUE
cg08189198,FALSE,TRUE,FALSE
cg08189391,TRUE,FALSE,TRUE
cg08189843,FALSE,TRUE,FALSE
